char,pca_3,pca_5,pca_7
237,[-240.93115227   54.48927741   -7.68074332],[-240.93115227   54.48927741   -7.68074332  -17.03813235    2.99211718],"[-240.93115227   54.48927741   -7.68074332  -17.03813235    2.99211718
   -5.64005343    9.91777738]"
238,[-240.93115227   54.48927741   -7.68074332],[-240.93115227   54.48927741   -7.68074332  -17.03813235    2.99211718],"[-240.93115227   54.48927741   -7.68074332  -17.03813235    2.99211718
   -5.64005343    9.91777738]"
239,[-240.93115227   54.48927741   -7.68074332],[-240.93115227   54.48927741   -7.68074332  -17.03813235    2.99211718],"[-240.93115227   54.48927741   -7.68074332  -17.03813235    2.99211718
   -5.64005343    9.91777738]"
240,[-240.93115227   54.48927741   -7.68074332],[-240.93115227   54.48927741   -7.68074332  -17.03813235    2.99211718],"[-240.93115227   54.48927741   -7.68074332  -17.03813235    2.99211718
   -5.64005343    9.91777738]"
241,[-240.93115227   54.48927741   -7.68074332],[-240.93115227   54.48927741   -7.68074332  -17.03813235    2.99211718],"[-240.93115227   54.48927741   -7.68074332  -17.03813235    2.99211718
   -5.64005343    9.91777738]"
242,[-240.93115227   54.48927741   -7.68074332],[-240.93115227   54.48927741   -7.68074332  -17.03813235    2.99211718],"[-240.93115227   54.48927741   -7.68074332  -17.03813235    2.99211718
   -5.64005343    9.91777738]"
243,[-240.93115227   54.48927741   -7.68074332],[-240.93115227   54.48927741   -7.68074332  -17.03813235    2.99211718],"[-240.93115227   54.48927741   -7.68074332  -17.03813235    2.99211718
   -5.64005343    9.91777738]"
244,[-240.93115227   54.48927741   -7.68074332],[-240.93115227   54.48927741   -7.68074332  -17.03813235    2.99211718],"[-240.93115227   54.48927741   -7.68074332  -17.03813235    2.99211718
   -5.64005343    9.91777738]"
245,[-240.93115227   54.48927741   -7.68074332],[-240.93115227   54.48927741   -7.68074332  -17.03813235    2.99211718],"[-240.93115227   54.48927741   -7.68074332  -17.03813235    2.99211718
   -5.64005343    9.91777738]"
246,[-240.93115227   54.48927741   -7.68074332],[-240.93115227   54.48927741   -7.68074332  -17.03813235    2.99211718],"[-240.93115227   54.48927741   -7.68074332  -17.03813235    2.99211718
   -5.64005343    9.91777738]"
247,[-240.93115227   54.48927741   -7.68074332],[-240.93115227   54.48927741   -7.68074332  -17.03813235    2.99211718],"[-240.93115227   54.48927741   -7.68074332  -17.03813235    2.99211718
   -5.64005343    9.91777738]"
248,[-240.93115227   54.48927741   -7.68074332],[-240.93115227   54.48927741   -7.68074332  -17.03813235    2.99211718],"[-240.93115227   54.48927741   -7.68074332  -17.03813235    2.99211718
   -5.64005343    9.91777738]"
249,[-240.93115227   54.48927741   -7.68074332],[-240.93115227   54.48927741   -7.68074332  -17.03813235    2.99211718],"[-240.93115227   54.48927741   -7.68074332  -17.03813235    2.99211718
   -5.64005343    9.91777738]"
250,[-240.93115227   54.48927741   -7.68074332],[-240.93115227   54.48927741   -7.68074332  -17.03813235    2.99211718],"[-240.93115227   54.48927741   -7.68074332  -17.03813235    2.99211718
   -5.64005343    9.91777738]"
251,[-240.93115227   54.48927741   -7.68074332],[-240.93115227   54.48927741   -7.68074332  -17.03813235    2.99211718],"[-240.93115227   54.48927741   -7.68074332  -17.03813235    2.99211718
   -5.64005343    9.91777738]"
252,[-240.93115227   54.48927741   -7.68074332],[-240.93115227   54.48927741   -7.68074332  -17.03813235    2.99211718],"[-240.93115227   54.48927741   -7.68074332  -17.03813235    2.99211718
   -5.64005343    9.91777738]"
253,[-240.93115227   54.48927741   -7.68074332],[-240.93115227   54.48927741   -7.68074332  -17.03813235    2.99211718],"[-240.93115227   54.48927741   -7.68074332  -17.03813235    2.99211718
   -5.64005343    9.91777738]"
254,[-240.93115227   54.48927741   -7.68074332],[-240.93115227   54.48927741   -7.68074332  -17.03813235    2.99211718],"[-240.93115227   54.48927741   -7.68074332  -17.03813235    2.99211718
   -5.64005343    9.91777738]"
255,[-240.93115227   54.48927741   -7.68074332],[-240.93115227   54.48927741   -7.68074332  -17.03813235    2.99211718],"[-240.93115227   54.48927741   -7.68074332  -17.03813235    2.99211718
   -5.64005343    9.91777738]"
256,[-240.93115227   54.48927741   -7.68074332],[-240.93115227   54.48927741   -7.68074332  -17.03813235    2.99211718],"[-240.93115227   54.48927741   -7.68074332  -17.03813235    2.99211718
   -5.64005343    9.91777738]"
257,[-240.93115227   54.48927741   -7.68074332],[-240.93115227   54.48927741   -7.68074332  -17.03813235    2.99211718],"[-240.93115227   54.48927741   -7.68074332  -17.03813235    2.99211718
   -5.64005343    9.91777738]"
258,[-240.93115227   54.48927741   -7.68074332],[-240.93115227   54.48927741   -7.68074332  -17.03813235    2.99211718],"[-240.93115227   54.48927741   -7.68074332  -17.03813235    2.99211718
   -5.64005343    9.91777738]"
259,[-240.93115227   54.48927741   -7.68074332],[-240.93115227   54.48927741   -7.68074332  -17.03813235    2.99211718],"[-240.93115227   54.48927741   -7.68074332  -17.03813235    2.99211718
   -5.64005343    9.91777738]"
260,[-240.93115227   54.48927741   -7.68074332],[-240.93115227   54.48927741   -7.68074332  -17.03813235    2.99211718],"[-240.93115227   54.48927741   -7.68074332  -17.03813235    2.99211718
   -5.64005343    9.91777738]"
261,[-240.93115227   54.48927741   -7.68074332],[-240.93115227   54.48927741   -7.68074332  -17.03813235    2.99211718],"[-240.93115227   54.48927741   -7.68074332  -17.03813235    2.99211718
   -5.64005343    9.91777738]"
262,[-240.93115227   54.48927741   -7.68074332],[-240.93115227   54.48927741   -7.68074332  -17.03813235    2.99211718],"[-240.93115227   54.48927741   -7.68074332  -17.03813235    2.99211718
   -5.64005343    9.91777738]"
263,[-240.93115227   54.48927741   -7.68074332],[-240.93115227   54.48927741   -7.68074332  -17.03813235    2.99211718],"[-240.93115227   54.48927741   -7.68074332  -17.03813235    2.99211718
   -5.64005343    9.91777738]"
264,[-240.93115227   54.48927741   -7.68074332],[-240.93115227   54.48927741   -7.68074332  -17.03813235    2.99211718],"[-240.93115227   54.48927741   -7.68074332  -17.03813235    2.99211718
   -5.64005343    9.91777738]"
265,[-240.93115227   54.48927741   -7.68074332],[-240.93115227   54.48927741   -7.68074332  -17.03813235    2.99211718],"[-240.93115227   54.48927741   -7.68074332  -17.03813235    2.99211718
   -5.64005343    9.91777738]"
266,[-240.93115227   54.48927741   -7.68074332],[-240.93115227   54.48927741   -7.68074332  -17.03813235    2.99211718],"[-240.93115227   54.48927741   -7.68074332  -17.03813235    2.99211718
   -5.64005343    9.91777738]"
267,[-240.93115227   54.48927741   -7.68074332],[-240.93115227   54.48927741   -7.68074332  -17.03813235    2.99211718],"[-240.93115227   54.48927741   -7.68074332  -17.03813235    2.99211718
   -5.64005343    9.91777738]"
268,[-240.93115227   54.48927741   -7.68074332],[-240.93115227   54.48927741   -7.68074332  -17.03813235    2.99211718],"[-240.93115227   54.48927741   -7.68074332  -17.03813235    2.99211718
   -5.64005343    9.91777738]"
269,[-240.93115227   54.48927741   -7.68074332],[-240.93115227   54.48927741   -7.68074332  -17.03813235    2.99211718],"[-240.93115227   54.48927741   -7.68074332  -17.03813235    2.99211718
   -5.64005343    9.91777738]"
270,[-240.93115227   54.48927741   -7.68074332],[-240.93115227   54.48927741   -7.68074332  -17.03813235    2.99211718],"[-240.93115227   54.48927741   -7.68074332  -17.03813235    2.99211718
   -5.64005343    9.91777738]"
271,[-240.93115227   54.48927741   -7.68074332],[-240.93115227   54.48927741   -7.68074332  -17.03813235    2.99211718],"[-240.93115227   54.48927741   -7.68074332  -17.03813235    2.99211718
   -5.64005343    9.91777738]"
272,[-240.93115227   54.48927741   -7.68074332],[-240.93115227   54.48927741   -7.68074332  -17.03813235    2.99211718],"[-240.93115227   54.48927741   -7.68074332  -17.03813235    2.99211718
   -5.64005343    9.91777738]"
273,[-240.93115227   54.48927741   -7.68074332],[-240.93115227   54.48927741   -7.68074332  -17.03813235    2.99211718],"[-240.93115227   54.48927741   -7.68074332  -17.03813235    2.99211718
   -5.64005343    9.91777738]"
274,[-240.93115227   54.48927741   -7.68074332],[-240.93115227   54.48927741   -7.68074332  -17.03813235    2.99211718],"[-240.93115227   54.48927741   -7.68074332  -17.03813235    2.99211718
   -5.64005343    9.91777738]"
275,[-240.93115227   54.48927741   -7.68074332],[-240.93115227   54.48927741   -7.68074332  -17.03813235    2.99211718],"[-240.93115227   54.48927741   -7.68074332  -17.03813235    2.99211718
   -5.64005343    9.91777738]"
276,[-240.93115227   54.48927741   -7.68074332],[-240.93115227   54.48927741   -7.68074332  -17.03813235    2.99211718],"[-240.93115227   54.48927741   -7.68074332  -17.03813235    2.99211718
   -5.64005343    9.91777738]"
277,[-240.93115227   54.48927741   -7.68074332],[-240.93115227   54.48927741   -7.68074332  -17.03813235    2.99211718],"[-240.93115227   54.48927741   -7.68074332  -17.03813235    2.99211718
   -5.64005343    9.91777738]"
278,[-240.93115227   54.48927741   -7.68074332],[-240.93115227   54.48927741   -7.68074332  -17.03813235    2.99211718],"[-240.93115227   54.48927741   -7.68074332  -17.03813235    2.99211718
   -5.64005343    9.91777738]"
279,[-240.93115227   54.48927741   -7.68074332],[-240.93115227   54.48927741   -7.68074332  -17.03813235    2.99211718],"[-240.93115227   54.48927741   -7.68074332  -17.03813235    2.99211718
   -5.64005343    9.91777738]"
280,[-240.93115227   54.48927741   -7.68074332],[-240.93115227   54.48927741   -7.68074332  -17.03813235    2.99211718],"[-240.93115227   54.48927741   -7.68074332  -17.03813235    2.99211718
   -5.64005343    9.91777738]"
281,[-240.93115227   54.48927741   -7.68074332],[-240.93115227   54.48927741   -7.68074332  -17.03813235    2.99211718],"[-240.93115227   54.48927741   -7.68074332  -17.03813235    2.99211718
   -5.64005343    9.91777738]"
282,[-240.93115227   54.48927741   -7.68074332],[-240.93115227   54.48927741   -7.68074332  -17.03813235    2.99211718],"[-240.93115227   54.48927741   -7.68074332  -17.03813235    2.99211718
   -5.64005343    9.91777738]"
283,[-240.93115227   54.48927741   -7.68074332],[-240.93115227   54.48927741   -7.68074332  -17.03813235    2.99211718],"[-240.93115227   54.48927741   -7.68074332  -17.03813235    2.99211718
   -5.64005343    9.91777738]"
284,[-240.93115227   54.48927741   -7.68074332],[-240.93115227   54.48927741   -7.68074332  -17.03813235    2.99211718],"[-240.93115227   54.48927741   -7.68074332  -17.03813235    2.99211718
   -5.64005343    9.91777738]"
285,[-240.93115227   54.48927741   -7.68074332],[-240.93115227   54.48927741   -7.68074332  -17.03813235    2.99211718],"[-240.93115227   54.48927741   -7.68074332  -17.03813235    2.99211718
   -5.64005343    9.91777738]"
286,[-240.93115227   54.48927741   -7.68074332],[-240.93115227   54.48927741   -7.68074332  -17.03813235    2.99211718],"[-240.93115227   54.48927741   -7.68074332  -17.03813235    2.99211718
   -5.64005343    9.91777738]"
287,[-240.93115227   54.48927741   -7.68074332],[-240.93115227   54.48927741   -7.68074332  -17.03813235    2.99211718],"[-240.93115227   54.48927741   -7.68074332  -17.03813235    2.99211718
   -5.64005343    9.91777738]"
288,[-240.93115227   54.48927741   -7.68074332],[-240.93115227   54.48927741   -7.68074332  -17.03813235    2.99211718],"[-240.93115227   54.48927741   -7.68074332  -17.03813235    2.99211718
   -5.64005343    9.91777738]"
289,[-240.93115227   54.48927741   -7.68074332],[-240.93115227   54.48927741   -7.68074332  -17.03813235    2.99211718],"[-240.93115227   54.48927741   -7.68074332  -17.03813235    2.99211718
   -5.64005343    9.91777738]"
290,[-240.93115227   54.48927741   -7.68074332],[-240.93115227   54.48927741   -7.68074332  -17.03813235    2.99211718],"[-240.93115227   54.48927741   -7.68074332  -17.03813235    2.99211718
   -5.64005343    9.91777738]"
291,[-240.93115227   54.48927741   -7.68074332],[-240.93115227   54.48927741   -7.68074332  -17.03813235    2.99211718],"[-240.93115227   54.48927741   -7.68074332  -17.03813235    2.99211718
   -5.64005343    9.91777738]"
292,[-240.93115227   54.48927741   -7.68074332],[-240.93115227   54.48927741   -7.68074332  -17.03813235    2.99211718],"[-240.93115227   54.48927741   -7.68074332  -17.03813235    2.99211718
   -5.64005343    9.91777738]"
293,[-240.93115227   54.48927741   -7.68074332],[-240.93115227   54.48927741   -7.68074332  -17.03813235    2.99211718],"[-240.93115227   54.48927741   -7.68074332  -17.03813235    2.99211718
   -5.64005343    9.91777738]"
294,[-240.93115227   54.48927741   -7.68074332],[-240.93115227   54.48927741   -7.68074332  -17.03813235    2.99211718],"[-240.93115227   54.48927741   -7.68074332  -17.03813235    2.99211718
   -5.64005343    9.91777738]"
295,[-240.93115227   54.48927741   -7.68074332],[-240.93115227   54.48927741   -7.68074332  -17.03813235    2.99211718],"[-240.93115227   54.48927741   -7.68074332  -17.03813235    2.99211718
   -5.64005343    9.91777738]"
296,[-240.93115227   54.48927741   -7.68074332],[-240.93115227   54.48927741   -7.68074332  -17.03813235    2.99211718],"[-240.93115227   54.48927741   -7.68074332  -17.03813235    2.99211718
   -5.64005343    9.91777738]"
297,[-240.93115227   54.48927741   -7.68074332],[-240.93115227   54.48927741   -7.68074332  -17.03813235    2.99211718],"[-240.93115227   54.48927741   -7.68074332  -17.03813235    2.99211718
   -5.64005343    9.91777738]"
298,[-240.93115227   54.48927741   -7.68074332],[-240.93115227   54.48927741   -7.68074332  -17.03813235    2.99211718],"[-240.93115227   54.48927741   -7.68074332  -17.03813235    2.99211718
   -5.64005343    9.91777738]"
299,[-240.93115227   54.48927741   -7.68074332],[-240.93115227   54.48927741   -7.68074332  -17.03813235    2.99211718],"[-240.93115227   54.48927741   -7.68074332  -17.03813235    2.99211718
   -5.64005343    9.91777738]"
300,[-240.93115227   54.48927741   -7.68074332],[-240.93115227   54.48927741   -7.68074332  -17.03813235    2.99211718],"[-240.93115227   54.48927741   -7.68074332  -17.03813235    2.99211718
   -5.64005343    9.91777738]"
301,[-240.93115227   54.48927741   -7.68074332],[-240.93115227   54.48927741   -7.68074332  -17.03813235    2.99211718],"[-240.93115227   54.48927741   -7.68074332  -17.03813235    2.99211718
   -5.64005343    9.91777738]"
302,[-240.93115227   54.48927741   -7.68074332],[-240.93115227   54.48927741   -7.68074332  -17.03813235    2.99211718],"[-240.93115227   54.48927741   -7.68074332  -17.03813235    2.99211718
   -5.64005343    9.91777738]"
303,[-240.93115227   54.48927741   -7.68074332],[-240.93115227   54.48927741   -7.68074332  -17.03813235    2.99211718],"[-240.93115227   54.48927741   -7.68074332  -17.03813235    2.99211718
   -5.64005343    9.91777738]"
304,[-240.93115227   54.48927741   -7.68074332],[-240.93115227   54.48927741   -7.68074332  -17.03813235    2.99211718],"[-240.93115227   54.48927741   -7.68074332  -17.03813235    2.99211718
   -5.64005343    9.91777738]"
305,[-240.93115227   54.48927741   -7.68074332],[-240.93115227   54.48927741   -7.68074332  -17.03813235    2.99211718],"[-240.93115227   54.48927741   -7.68074332  -17.03813235    2.99211718
   -5.64005343    9.91777738]"
306,[-240.93115227   54.48927741   -7.68074332],[-240.93115227   54.48927741   -7.68074332  -17.03813235    2.99211718],"[-240.93115227   54.48927741   -7.68074332  -17.03813235    2.99211718
   -5.64005343    9.91777738]"
307,[-240.93115227   54.48927741   -7.68074332],[-240.93115227   54.48927741   -7.68074332  -17.03813235    2.99211718],"[-240.93115227   54.48927741   -7.68074332  -17.03813235    2.99211718
   -5.64005343    9.91777738]"
308,[-240.93115227   54.48927741   -7.68074332],[-240.93115227   54.48927741   -7.68074332  -17.03813235    2.99211718],"[-240.93115227   54.48927741   -7.68074332  -17.03813235    2.99211718
   -5.64005343    9.91777738]"
309,[-240.93115227   54.48927741   -7.68074332],[-240.93115227   54.48927741   -7.68074332  -17.03813235    2.99211718],"[-240.93115227   54.48927741   -7.68074332  -17.03813235    2.99211718
   -5.64005343    9.91777738]"
310,[-240.93115227   54.48927741   -7.68074332],[-240.93115227   54.48927741   -7.68074332  -17.03813235    2.99211718],"[-240.93115227   54.48927741   -7.68074332  -17.03813235    2.99211718
   -5.64005343    9.91777738]"
311,[-240.93115227   54.48927741   -7.68074332],[-240.93115227   54.48927741   -7.68074332  -17.03813235    2.99211718],"[-240.93115227   54.48927741   -7.68074332  -17.03813235    2.99211718
   -5.64005343    9.91777738]"
312,[-240.93115227   54.48927741   -7.68074332],[-240.93115227   54.48927741   -7.68074332  -17.03813235    2.99211718],"[-240.93115227   54.48927741   -7.68074332  -17.03813235    2.99211718
   -5.64005343    9.91777738]"
313,[-240.93115227   54.48927741   -7.68074332],[-240.93115227   54.48927741   -7.68074332  -17.03813235    2.99211718],"[-240.93115227   54.48927741   -7.68074332  -17.03813235    2.99211718
   -5.64005343    9.91777738]"
314,[-240.93115227   54.48927741   -7.68074332],[-240.93115227   54.48927741   -7.68074332  -17.03813235    2.99211718],"[-240.93115227   54.48927741   -7.68074332  -17.03813235    2.99211718
   -5.64005343    9.91777738]"
315,[-240.93115227   54.48927741   -7.68074332],[-240.93115227   54.48927741   -7.68074332  -17.03813235    2.99211718],"[-240.93115227   54.48927741   -7.68074332  -17.03813235    2.99211718
   -5.64005343    9.91777738]"
316,[-240.93115227   54.48927741   -7.68074332],[-240.93115227   54.48927741   -7.68074332  -17.03813235    2.99211718],"[-240.93115227   54.48927741   -7.68074332  -17.03813235    2.99211718
   -5.64005343    9.91777738]"
317,[-240.93115227   54.48927741   -7.68074332],[-240.93115227   54.48927741   -7.68074332  -17.03813235    2.99211718],"[-240.93115227   54.48927741   -7.68074332  -17.03813235    2.99211718
   -5.64005343    9.91777738]"
318,[-240.93115227   54.48927741   -7.68074332],[-240.93115227   54.48927741   -7.68074332  -17.03813235    2.99211718],"[-240.93115227   54.48927741   -7.68074332  -17.03813235    2.99211718
   -5.64005343    9.91777738]"
319,[-240.93115227   54.48927741   -7.68074332],[-240.93115227   54.48927741   -7.68074332  -17.03813235    2.99211718],"[-240.93115227   54.48927741   -7.68074332  -17.03813235    2.99211718
   -5.64005343    9.91777738]"
320,[-240.93115227   54.48927741   -7.68074332],[-240.93115227   54.48927741   -7.68074332  -17.03813235    2.99211718],"[-240.93115227   54.48927741   -7.68074332  -17.03813235    2.99211718
   -5.64005343    9.91777738]"
321,[-240.93115227   54.48927741   -7.68074332],[-240.93115227   54.48927741   -7.68074332  -17.03813235    2.99211718],"[-240.93115227   54.48927741   -7.68074332  -17.03813235    2.99211718
   -5.64005343    9.91777738]"
322,[-240.93115227   54.48927741   -7.68074332],[-240.93115227   54.48927741   -7.68074332  -17.03813235    2.99211718],"[-240.93115227   54.48927741   -7.68074332  -17.03813235    2.99211718
   -5.64005343    9.91777738]"
